,0,1,2,mean,std,urine_base
PFODA_50,0.07162,0.44212,0.02718,0.18030666666666664,0.18601683531933935,
PFODA_100,0.02919,0.01608,0.01794,0.021070000000000002,0.005791700959131091,
PFPeA_10,0.0837,0.128,0.0964,0.1027,0.01862596753639034,-0.42
PFPeA_50,0.1971,0.20978000000000002,0.18732,0.1980666666666667,0.009194698955859794,-0.42
PFPeA_100,0.17607,0.21927,0.16609000000000002,0.18714333333333336,0.023079458880619838,-0.42
PFTeDA_10,0.1734,0.21200000000000002,0.1633,0.18289999999999998,0.02098586826096712,0.006999999999999951
PFTeDA_50,0.27562,0.22432,0.10162,0.20052,0.07300150683376336,0.006999999999999951
PFTeDA_100,0.19037000000000004,0.28611000000000003,0.15791,0.21146333333333334,0.05442123686780946,0.006999999999999951
PFUdA_10,0.7144,0.8369,0.7249000000000001,0.7587333333333334,0.055438153729077996,0.03500000000000003
PFUdA_50,1.02708,1.02044,0.7591999999999999,0.9355733333333333,0.1247442368296918,0.03500000000000003
PFUdA_100,0.9306399999999999,1.0810499999999998,1.00973,1.00714,0.06143193035113469,0.03500000000000003
PFTrDA_10,0.3423333333333333,0.4110333333333333,0.36293333333333333,0.37209999999999993,0.02878591476553921,0.006999999999999951
PFTrDA_50,0.5030666666666668,0.41242666666666666,0.22408666666666666,0.37986000000000003,0.1161978225078059,0.006999999999999951
PFTrDA_100,0.3716833333333333,0.5821133333333333,0.3801633333333333,0.4446533333333333,0.09726053087798082,0.006999999999999951
